"","InvoiceNo","TotalAmount","UniqueProducts","TransactionDate","CustomerID"
"7806","558734",9.75,1,2011-07-01,16498
"7807","558737",13.37,4,2011-07-01,17988
"7808","558738",369.98,27,2011-07-01,12922
"7809","558740",17.65,5,2011-07-01,16775
"7810","558746",215.75,18,2011-07-01,14415
"7811","558747",62.35,4,2011-07-03,15465
"7812","558748",115.75,8,2011-07-03,17800
"7813","558749",155.34,17,2011-07-03,16326
"7814","558750",285.81,16,2011-07-03,18226
"7815","558751",422.39,65,2011-07-03,16009
"7816","558752",272.26,40,2011-07-03,16931
"7817","558754",376.42,50,2011-07-03,15518
"7818","558755",41.75,2,2011-07-03,14053
"7819","558756",158.65,9,2011-07-03,12843
"7820","558757",172.92,27,2011-07-03,13148
"7821","558758",99.14,12,2011-07-03,17939
"7822","558759",213.52,24,2011-07-03,13148
"7823","558760",247.25,24,2011-07-03,16918
"7824","558761",175.65,53,2011-07-03,15033
"7825","558762",62.88,12,2011-07-03,15023
"7826","558763",209.52,23,2011-07-03,12841
"7827","558765",95.4,9,2011-07-03,17312
"7828","558766",31.05,2,2011-07-03,14257
"7829","558767",384.8,29,2011-07-03,13833
"7830","558768",95.15,16,2011-07-03,15952
"7831","558769",155.8,32,2011-07-03,17899
"7832","558770",115.55,26,2011-07-03,12748
"7833","558771",346.38,52,2011-07-03,17105
"7834","558772",156.91,12,2011-07-03,15007
"7835","558773",46.52,9,2011-07-03,17781
"7836","558778",471.22,31,2011-07-04,17160
"7837","558779",100.8,4,2011-07-04,16682
"7838","558812",494.1,29,2011-07-04,16265
"7839","558813",160.68,10,2011-07-04,12682
"7840","558814",226.93,23,2011-07-04,14049
"7841","558841",30,1,2011-07-04,12471
"7842","558860",249.03,46,2011-07-04,17975
"7843","558861",914.58,52,2011-07-04,13373
"7844","558862",1188.77,67,2011-07-04,13901
"7845","558863",239.32,22,2011-07-04,17243
"7846","558867",109.33,13,2011-07-04,17765
"7847","558868",211.18,13,2011-07-04,13266
"7848","558871",81.6,3,2011-07-04,12557
"7849","558872",67.15,5,2011-07-04,17464
"7850","558873",191.4,9,2011-07-04,15290
"7851","558875",153.13,24,2011-07-04,13301
"7852","558876",360.82,52,2011-07-04,17841
"7853","558877",249.05,72,2011-07-04,17841
"7854","558878",126.62,18,2011-07-04,16385
"7855","558879",209.85,14,2011-07-04,12921
"7856","558880",19.8,1,2011-07-04,12921
"7857","558881",767.18,57,2011-07-04,12705
"7858","558885",196.15,11,2011-07-04,13267
"7859","558886",49.5,4,2011-07-04,13267
"7860","558887",488.55,29,2011-07-04,18265
"7861","558888",576.58,85,2011-07-04,14056
"7862","558892",227.64,16,2011-07-04,17581
"7863","558893",62.6,5,2011-07-04,17581
"7864","558900",69.45,11,2011-07-04,15349
"7865","558902",309.61,19,2011-07-04,13001
"7866","558906",433.22,93,2011-07-04,15555
"7867","558908",215.62,15,2011-07-05,13338
"7868","558909",50.4,2,2011-07-05,13408
"7869","558911",208.46,15,2011-07-05,14189
"7870","558916",92.04,4,2011-07-05,16985
"7871","558918",107.6,7,2011-07-05,15646
"7872","558919",413.85,22,2011-07-05,15078
"7873","558920",104.34,5,2011-07-05,15078
"7874","558921",20.8,1,2011-07-05,15078
"7875","558922",157.4,9,2011-07-05,16782
"7876","558923",57.4,3,2011-07-05,16837
"7877","558924",45.28,4,2011-07-05,15785
"7878","558925",17.4,1,2011-07-05,15785
"7879","558926",400.91,22,2011-07-05,17469
"7880","558927",282.57,16,2011-07-05,18177
"7881","558933",93.15,6,2011-07-05,16098
"7882","558959",53.24,3,2011-07-05,16103
"7883","558963",84.7,5,2011-07-05,14235
"7884","558964",104.85,4,2011-07-05,14235
"7885","558970",129.64,8,2011-07-05,18232
"7886","558990",51.36,4,2011-07-05,13489
"7887","558991",123.73,40,2011-07-05,14606
"7888","558992",312.09,20,2011-07-05,14223
"7889","558993",438.73,33,2011-07-05,16729
"7890","558994",46.84,2,2011-07-05,13854
"7891","558995",212.22,14,2011-07-05,17671
"7892","558996",137.98,9,2011-07-05,13085
"7893","558999",102.72,6,2011-07-05,15806
"7894","559000",176.13,24,2011-07-05,14099
"7895","559001",102.3,6,2011-07-05,18198
"7896","559004",161.26,11,2011-07-05,12428
"7897","559005",72.98,4,2011-07-05,13183
"7898","559006",76,4,2011-07-05,14905
"7899","559009",352.17,37,2011-07-05,15549
"7900","559010",115.65,5,2011-07-05,14911
"7901","559011",662.77,40,2011-07-05,17049
"7902","559013",35.7,2,2011-07-05,13414
"7903","559014",211.3,13,2011-07-05,14262
"7904","559015",79.8,6,2011-07-05,13098
"7905","559016",110.6,5,2011-07-05,14051
"7906","559017",186.77,18,2011-07-05,14034
"7907","559018",106.42,18,2011-07-05,18203
"7908","559020",18.74,2,2011-07-05,14034
"7909","559024",90.6,9,2011-07-05,16616
"7910","559025",120.3,9,2011-07-05,16338
"7911","559027",311.42,18,2011-07-05,17046
"7912","559028",330.6,19,2011-07-05,12839
"7913","559029",19.92,2,2011-07-05,16316
"7914","559032",230.16,18,2011-07-05,17511
"7915","559034",339.25,23,2011-07-05,13109
"7916","559035",55.08,4,2011-07-05,13695
"7917","559036",414.1,27,2011-07-05,12637
"7918","559045",107.94,5,2011-07-05,14352
"7919","559046",15.9,1,2011-07-05,14352
"7920","559047",117.1,5,2011-07-05,13082
"7921","559050",18.72,1,2011-07-05,13694
"7922","559056",220.44,17,2011-07-06,14645
"7923","559057",227.44,18,2011-07-06,13089
"7924","559058",388.2,26,2011-07-06,12407
"7925","559060",62.4,4,2011-07-06,15738
"7926","559061",197.24,41,2011-07-06,17220
"7927","559062",223.2,16,2011-07-06,13253
"7928","559063",173.86,22,2011-07-06,17220
"7929","559064",215.26,12,2011-07-06,15673
"7930","559068",197.87,67,2011-07-06,17841
"7931","559070",110.55,7,2011-07-06,13468
"7932","559091",8.9,3,2011-07-06,17905
"7933","559092",166.62,10,2011-07-06,16829
"7934","559095",361.02,25,2011-07-06,13198
"7935","559097",109,6,2011-07-06,17562
"7936","559106",148.95,27,2011-07-06,15889
"7937","559107",127.53,37,2011-07-06,15334
"7938","559109",215.85,47,2011-07-06,15021
"7939","559112",116.25,11,2011-07-06,17315
"7940","559120",380.45,43,2011-07-06,16393
"7941","559121",187.78,13,2011-07-06,13599
"7942","559122",473.94,38,2011-07-06,15159
"7943","559123",136.26,18,2011-07-06,17341
"7944","559124",146.2,9,2011-07-06,14621
"7945","559125",304.48,20,2011-07-06,13985
"7946","559126",14.5,1,2011-07-06,17341
"7947","559128",193.29,40,2011-07-06,17238
"7948","559129",133.5,8,2011-07-06,17705
"7949","559130",17.4,1,2011-07-06,15189
"7950","559131",7.5,1,2011-07-06,18144
"7951","559132",156.95,17,2011-07-06,15053
"7952","559133",598.25,84,2011-07-06,17861
"7953","559134",825.02,56,2011-07-06,12700
"7954","559135",134.5,11,2011-07-06,12455
"7955","559137",5.2,1,2011-07-06,17861
"7956","559138",148.24,26,2011-07-06,16919
"7957","559139",35.4,2,2011-07-06,15061
"7958","559141",146.91,40,2011-07-06,15311
"7959","559142",116.17,7,2011-07-06,17719
"7960","559143",67.79,22,2011-07-06,15581
"7961","559144",146.75,13,2011-07-06,12921
"7962","559145",71.34,5,2011-07-06,17404
"7963","559146",229.4,11,2011-07-06,12921
"7964","559148",30,1,2011-07-06,12450
"7965","559150",224.79,14,2011-07-06,14002
"7966","559151",22.8,2,2011-07-06,17389
"7967","559152",76.95,5,2011-07-06,14214
"7968","559153",321.14,18,2011-07-06,13804
"7969","559154",57.4,4,2011-07-06,17045
"7970","559155",221,25,2011-07-06,13418
"7971","559156",79.62,4,2011-07-06,13418
"7972","559157",307.03,19,2011-07-06,13999
"7973","559158",91.35,10,2011-07-06,17428
"7974","559160",195.26,14,2011-07-06,17293
"7975","559164",17.7,1,2011-07-06,16422
"7976","559165",39.24,9,2011-07-06,12977
"7977","559167",69.61,9,2011-07-06,17997
"7978","559168",84.76,25,2011-07-06,13263
"7979","559169",311.46,17,2011-07-06,16722
"7980","559170",138.79,23,2011-07-06,16942
"7981","559171",377.61,23,2011-07-07,17651
"7982","559173",360.62,24,2011-07-07,12540
"7983","559174",503.8,30,2011-07-07,18263
"7984","559185",19.8,1,2011-07-07,15512
"7985","559199",54.4,4,2011-07-07,15288
"7986","559200",326.31,41,2011-07-07,13291
"7987","559201",95.75,6,2011-07-07,14217
"7988","559202",749.43,52,2011-07-07,13583
"7989","559205",11.4,1,2011-07-07,18073
"7990","559206",26.4,2,2011-07-07,18073
"7991","559254",210.55,15,2011-07-07,16814
"7992","559256",535.2,30,2011-07-07,15249
"7993","559289",433.25,69,2011-07-07,15719
"7994","559293",28.88,13,2011-07-07,16743
"7995","559295",303.76,19,2011-07-07,12362
"7996","559297",395.49,41,2011-07-07,16743
"7997","559298",287.6,16,2011-07-07,12471
"7998","559299",229.14,15,2011-07-07,16929
"7999","559300",208.62,12,2011-07-07,12471
"8000","559301",336.8,20,2011-07-07,13842
"8001","559302",117.8,18,2011-07-07,14527
"8002","559305",142.1,26,2011-07-07,17892
"8003","559306",126.9,8,2011-07-07,18236
"8004","559307",370.15,47,2011-07-07,15356
"8005","559308",306.42,20,2011-07-07,13158
"8006","559310",271.18,18,2011-07-07,15505
"8007","559311",170.8,10,2011-07-07,14459
"8008","559312",97.5,6,2011-07-07,14180
"8009","559313",118.4,6,2011-07-07,16325
"8010","559315",15,1,2011-07-07,13456
"8011","559316",276.6,16,2011-07-07,12647
"8012","559317",285.83,52,2011-07-07,17611
"8013","559318",177.21,30,2011-07-07,18013
"8014","559319",10.08,1,2011-07-07,18013
"8015","559320",134.86,18,2011-07-07,13208
"8016","559321",358.97,23,2011-07-07,17069
"8017","559323",30.2,2,2011-07-07,12971
"8018","559325",53.58,3,2011-07-07,17560
"8019","559326",177.09,12,2011-07-07,13835
"8020","559327",168.06,12,2011-07-07,13681
"8021","559328",49.8,2,2011-07-07,13743
"8022","559329",122.66,10,2011-07-07,15241
"8023","559330",367.1,28,2011-07-07,17696
"8024","559331",315.24,18,2011-07-07,16156
"8025","559332",62.7,3,2011-07-07,14021
"8026","559333",23.04,2,2011-07-07,16112
"8027","559336",44.84,9,2011-07-07,17315
"8028","559339",15.6,1,2011-07-07,13752
"8029","559340",149.58,9,2011-07-07,13699
"8030","559341",20.8,1,2011-07-07,15144
"8031","559342",311.9,22,2011-07-07,14493
"8032","559343",4.25,1,2011-07-07,17961
"8033","559346",202.16,15,2011-07-07,13486
"8034","559349",292.82,20,2011-07-07,15150
"8035","559350",262.38,14,2011-07-07,16842
"8036","559352",66.75,7,2011-07-07,17837
"8037","559354",365.05,24,2011-07-07,16012
"8038","559355",112.71,7,2011-07-07,17007
"8039","559356",652.74,38,2011-07-07,15416
"8040","559357",431.09,44,2011-07-07,17107
"8041","559358",180.39,13,2011-07-07,15675
"8042","559359",109.9,13,2011-07-07,14702
"8043","559360",114.54,17,2011-07-07,14657
"8044","559361",8.9,2,2011-07-07,17312
"8045","559362",558.84,37,2011-07-08,12635
"8046","559363",157.81,8,2011-07-08,16091
"8047","559364",529.52,28,2011-07-08,17735
"8048","559366",217.46,15,2011-07-08,13102
"8049","559367",303.14,17,2011-07-08,13013
"8050","559368",225.95,13,2011-07-08,17031
"8051","559369",201.97,13,2011-07-08,14388
"8052","559370",185.51,15,2011-07-08,17042
"8053","559371",182.87,11,2011-07-08,14264
"8054","559372",436.08,30,2011-07-08,12461
"8055","559401",185.81,27,2011-07-08,15039
"8056","559418",493.46,34,2011-07-08,12681
"8057","559420",135.17,8,2011-07-08,17663
"8058","559421",273.3,20,2011-07-08,12648
"8059","559422",207.15,14,2011-07-08,12553
"8060","559424",407.19,24,2011-07-08,18121
"8061","559436",110.49,24,2011-07-08,15901
"8062","559441",113.6,9,2011-07-08,12583
"8063","559455",212.3,20,2011-07-08,13018
"8064","559456",17.4,1,2011-07-08,13018
"8065","559457",187.32,9,2011-07-08,14918
"8066","559458",19.95,1,2011-07-08,14104
"8067","559459",96.28,15,2011-07-08,15311
"8068","559460",266.86,15,2011-07-08,13862
"8069","559462",31.25,2,2011-07-08,16523
"8070","559463",28.35,3,2011-07-08,17965
"8071","559464",334.91,34,2011-07-08,15157
"8072","559465",136.8,8,2011-07-08,14680
"8073","559466",82.04,9,2011-07-08,15679
"8074","559469",221.77,12,2011-07-08,15182
"8075","559471",109.3,11,2011-07-08,17512
"8076","559472",9.2,2,2011-07-08,18037
"8077","559477",130.05,7,2011-07-08,14315
"8078","559504",35.33,11,2011-07-08,15920
"8079","559505",182.15,11,2011-07-08,16398
"8080","559507",98.06,31,2011-07-08,15920
"8081","559508",103.97,13,2011-07-08,12748
"8082","559509",31.74,17,2011-07-08,15920
"8083","559510",535.32,30,2011-07-08,14961
"8084","559511",2.37,1,2011-07-08,15920
"8085","559512",71.46,5,2011-07-08,14188
"8086","559513",243.22,37,2011-07-08,14534
"8087","559523",117.86,22,2011-07-08,13955
"8088","559525",331.52,34,2011-07-10,16923
"8089","559526",115.72,49,2011-07-10,15756
"8090","559527",149.02,15,2011-07-10,17787
"8091","559528",303.65,23,2011-07-10,13064
"8092","559529",262.05,29,2011-07-10,14808
"8093","559532",13.01,5,2011-07-10,14808
"8094","559535",244.12,77,2011-07-10,17841
"8095","559536",198.56,31,2011-07-10,16283
"8096","559537",84.73,10,2011-07-10,14472
"8097","559538",269.49,42,2011-07-10,16880
"8098","559539",94.58,18,2011-07-10,18024
"8099","559542",412.62,80,2011-07-10,17126
"8100","559543",38.98,26,2011-07-10,17126
"8101","559544",37.88,30,2011-07-10,17126
"8102","559545",288.42,30,2011-07-10,15467
"8103","559546",85,5,2011-07-10,14163
"8104","559547",381.37,69,2011-07-10,17758
"8105","559548",252.05,27,2011-07-10,17997
"8106","559549",237.14,66,2011-07-10,13230
"8107","559550",150.75,23,2011-07-10,17757
"8108","559551",111.23,24,2011-07-10,16877
"8109","559552",267,75,2011-07-10,16014
"8110","559553",322.15,18,2011-07-11,16174
"8111","559554",29.7,2,2011-07-11,14258
"8112","559555",232.6,16,2011-07-11,13678
"8113","559557",1178.04,76,2011-07-11,17444
"8114","559605",60.06,4,2011-07-11,15045
"8115","559606",114.11,23,2011-07-11,14606
"8116","559607",411.88,25,2011-07-11,12681
"8117","559609",43.8,2,2011-07-11,13754
"8118","559629",216.71,29,2011-07-11,14690
"8119","559636",47.55,3,2011-07-11,13058
"8120","559639",208.86,10,2011-07-11,13767
"8121","559640",36.42,2,2011-07-11,15812
"8122","559641",303.22,36,2011-07-11,13184
"8123","559652",296.6,19,2011-07-11,17164
"8124","559653",165.07,58,2011-07-11,14552
"8125","559654",117.42,8,2011-07-11,13098
"8126","559656",142.98,9,2011-07-11,13675
"8127","559657",21.96,2,2011-07-11,16701
"8128","559658",30,1,2011-07-11,13003
"8129","559660",263.75,17,2011-07-11,16701
"8130","559661",19.5,1,2011-07-11,18061
"8131","559662",264.3,16,2011-07-11,16572
"8132","559665",312.9,67,2011-07-11,12556
"8133","559668",225.66,18,2011-07-11,13394
"8134","559669",307.97,19,2011-07-11,16332
"8135","559671",114.95,21,2011-07-11,17811
"8136","559672",438.68,67,2011-07-11,14796
"8137","559673",407.7,31,2011-07-11,13224
"8138","559674",249.94,32,2011-07-11,15856
"8139","559676",612.12,37,2011-07-11,17340
"8140","559677",15,1,2011-07-11,17340
"8141","559678",174.5,28,2011-07-11,16033
"8142","559679",649.01,37,2011-07-11,15265
"8143","559680",321.24,23,2011-07-11,12717
"8144","559682",32.95,2,2011-07-11,17337
"8145","559684",187.2,9,2011-07-11,14367
"8146","559685",78.6,5,2011-07-11,12599
"8147","559686",141.98,38,2011-07-11,17966
"8148","559687",168.95,11,2011-07-11,17966
"8149","559688",5.8,1,2011-07-11,12748
"8150","559690",25.2,1,2011-07-11,16422
"8151","559691",334.96,26,2011-07-11,13089
"8152","559696",156.85,16,2011-07-11,15577
"8153","559697",72.38,19,2011-07-11,15577
"8154","559698",373.15,49,2011-07-11,17589
"8155","559699",142.8,10,2011-07-12,12682
"8156","559704",399.43,30,2011-07-12,12669
"8157","559706",311.89,20,2011-07-12,16609
"8158","559707",119.26,7,2011-07-12,12358
"8159","559708",116.55,8,2011-07-12,13549
"8160","559709",30,1,2011-07-12,16656
"8161","559710",156.2,10,2011-07-12,12474
"8162","559711",204.35,12,2011-07-12,13590
"8163","559715",157.2,10,2011-07-12,14132
"8164","559733",309.07,20,2011-07-12,16145
"8165","559745",113.07,11,2011-07-12,17790
"8166","559746",196.68,15,2011-07-12,16515
"8167","559751",114.91,12,2011-07-12,14688
"8168","559768",19.92,1,2011-07-12,13207
"8169","559774",119.19,23,2011-07-12,18122
"8170","559782",269.02,18,2011-07-12,12722
"8171","559783",188.46,14,2011-07-12,13069
"8172","559784",84.8,4,2011-07-12,16839
"8173","559791",229,13,2011-07-12,17675
"8174","559793",24.38,1,2011-07-12,17949
"8175","559794",446.08,30,2011-07-12,16700
"8176","559795",35,2,2011-07-12,17268
"8177","559797",267.04,20,2011-07-12,12720
"8178","559798",65.52,5,2011-07-12,12720
"8179","559804",393.31,41,2011-07-12,17405
"8180","559806",268.75,20,2011-07-12,13311
"8181","559807",421.47,93,2011-07-12,17841
"8182","559809",235.71,42,2011-07-12,16409
"8183","559810",92.45,4,2011-07-12,16168
"8184","559811",240.5,13,2011-07-12,13269
"8185","559812",291.94,33,2011-07-12,15051
"8186","559813",585.36,33,2011-07-12,18272
"8187","559814",303.76,23,2011-07-12,15544
"8188","559818",17,1,2011-07-12,13408
"8189","559819",215.1,9,2011-07-12,12682
"8190","559821",72.05,13,2011-07-12,16365
"8191","559822",12.75,1,2011-07-12,16365
"8192","559823",19.8,1,2011-07-12,12919
"8193","559824",263.38,31,2011-07-12,17576
"8194","559826",31.8,2,2011-07-13,13420
"8195","559827",24.96,1,2011-07-13,15189
"8196","559828",7.9,1,2011-07-13,16998
"8197","559831",250.5,14,2011-07-13,14709
"8198","559834",239.2,16,2011-07-13,12576
"8199","559835",15,1,2011-07-13,13509
"8200","559836",476.32,29,2011-07-13,13911
"8201","559861",42.01,10,2011-07-13,15895
"8202","559862",245.32,16,2011-07-13,12782
"8203","559863",285.44,29,2011-07-13,15039
"8204","559864",406.23,27,2011-07-13,14916
"8205","559865",281.8,17,2011-07-13,14409
"8206","559866",610.01,42,2011-07-13,15795
"8207","559872",47.24,5,2011-07-13,16816
"8208","559876",243.25,60,2011-07-13,15752
"8209","559877",100.77,6,2011-07-13,15561
"8210","559878",367.5,52,2011-07-13,15493
"8211","559879",5.1,1,2011-07-13,15561
"8212","559881",162.63,27,2011-07-13,16899
"8213","559883",56.18,4,2011-07-13,14397
"8214","559884",458.16,30,2011-07-13,16843
"8215","559885",69.72,3,2011-07-13,16843
"8216","559886",48.15,3,2011-07-13,13669
"8217","559887",163.53,55,2011-07-13,13263
"8218","559888",127,7,2011-07-13,16450
"8219","559890",15,1,2011-07-13,12464
"8220","559893",378.96,44,2011-07-13,14498
"8221","559894",419.48,132,2011-07-13,14159
"8222","559895",115.08,7,2011-07-13,14110
"8223","559896",146.05,15,2011-07-13,15530
"8224","559897",185.65,14,2011-07-13,16779
"8225","559898",353.08,57,2011-07-13,16225
"8226","559899",152.71,9,2011-07-13,12528
"8227","559900",75,4,2011-07-13,13089
"8228","559901",23.25,2,2011-07-13,18121
"8229","559902",105.78,48,2011-07-13,14502
"8230","559903",312.29,19,2011-07-13,12935
"8231","559904",474.36,29,2011-07-13,13149
"8232","559905",33.29,6,2011-07-13,15311
"8233","559906",185.85,11,2011-07-13,18219
"8234","559907",521.46,30,2011-07-13,12766
"8235","559909",300.32,25,2011-07-13,18245
"8236","559910",35.6,2,2011-07-13,18245
"8237","559911",113.22,6,2011-07-13,13777
"8238","559912",312.78,21,2011-07-13,14221
"8239","559913",17.4,2,2011-07-13,14221
"8240","559916",42.54,3,2011-07-13,14201
"8241","559918",413.2,26,2011-07-13,18225
"8242","559919",60.72,3,2011-07-13,12415
"8243","559921",305.02,87,2011-07-13,13667
"8244","559922",326.48,21,2011-07-13,14400
"8245","559925",59.1,4,2011-07-13,17644
"8246","559926",39.6,2,2011-07-13,17644
"8247","559927",21.6,2,2011-07-13,17567
"8248","559928",690.61,38,2011-07-14,12405
"8249","559929",252.05,15,2011-07-14,14265
"8250","559930",323.32,21,2011-07-14,17738
"8251","559931",172.05,10,2011-07-14,17738
"8252","559932",17.7,1,2011-07-14,17389
"8253","559933",272.4,31,2011-07-14,16719
"8254","559934",274.32,15,2011-07-14,13012
"8255","559937",376.25,24,2011-07-14,13577
"8256","559938",112.81,13,2011-07-14,17315
"8257","559945",18,1,2011-07-14,17396
"8258","559948",382.52,17,2011-07-14,12653
"8259","559951",190.3,10,2011-07-14,14847
"8260","559979",304.1,21,2011-07-14,14862
"8261","559980",113.62,6,2011-07-14,17314
"8262","559981",354.44,29,2011-07-14,14562
"8263","559982",164,9,2011-07-14,12915
"8264","559984",203.56,60,2011-07-14,16657
"8265","559985",159.06,10,2011-07-14,16488
"8266","559986",98.45,6,2011-07-14,15256
"8267","559987",188.4,10,2011-07-14,12619
"8268","559988",140.42,13,2011-07-14,15402
"8269","559989",294.54,18,2011-07-14,13319
"8270","559990",87.3,5,2011-07-14,13319
"8271","559991",139.95,20,2011-07-14,14527
"8272","559993",138.16,22,2011-07-14,14716
"8273","560010",252,18,2011-07-14,13178
"8274","560018",185.29,66,2011-07-14,15987
"8275","560024",244.87,40,2011-07-14,15005
"8276","560025",140.69,56,2011-07-14,18283
"8277","560026",119.05,12,2011-07-14,16928
"8278","560032",2.5,1,2011-07-14,18283
"8279","560033",424.13,24,2011-07-14,12388
"8280","560034",201.69,12,2011-07-14,13933
"8281","560035",891.64,47,2011-07-14,17706
"8282","560036",732.6,41,2011-07-14,14911
"8283","560038",131.08,6,2011-07-14,12709
"8284","560041",463.97,25,2011-07-14,14156
"8285","560042",170.45,11,2011-07-14,17068
"8286","560047",190.13,36,2011-07-14,17259
"8287","560048",132.16,9,2011-07-14,13515
"8288","560049",522.52,29,2011-07-14,14857
"8289","560051",314.38,16,2011-07-14,15306
"8290","560052",191.88,11,2011-07-14,15187
"8291","560053",187.31,12,2011-07-14,17612
"8292","560078",414.15,23,2011-07-14,16040
"8293","560079",372.7,24,2011-07-14,15521
"8294","560086",266.18,19,2011-07-14,15839
"8295","560088",135.62,10,2011-07-14,15114
"8296","560089",82.53,13,2011-07-14,12748
"8297","560093",221.64,12,2011-07-14,14461
"8298","560094",86.35,11,2011-07-14,18109
"8299","560095",30.5,5,2011-07-14,17848
"8300","560097",309.14,19,2011-07-14,13050
"8301","560098",61.88,19,2011-07-14,16907
"8302","560101",105,6,2011-07-14,14891
"8303","560102",288.57,17,2011-07-14,13994
"8304","560103",130.26,13,2011-07-14,17837
"8305","560104",159.3,35,2011-07-14,17921
"8306","560105",222.13,51,2011-07-14,16794
"8307","560106",630.03,47,2011-07-14,17554
"8308","560107",226.9,13,2011-07-15,12928
"8309","560108",64.5,4,2011-07-15,16979
"8310","560109",56.82,6,2011-07-15,13491
"8311","560115",135.8,30,2011-07-15,17841
"8312","560118",323.88,18,2011-07-15,16818
"8313","560119",225.3,11,2011-07-15,12815
"8314","560120",724.75,40,2011-07-15,14907
"8315","560122",15,1,2011-07-15,14332
"8316","560125",136.68,53,2011-07-15,18118
"8317","560145",516.54,29,2011-07-15,13381
"8318","560180",35.52,3,2011-07-15,14640
"8319","560181",54.96,4,2011-07-15,16621
"8320","560182",16.35,1,2011-07-15,12971
"8321","560183",30,1,2011-07-15,12971
"8322","560184",52.98,4,2011-07-15,12971
"8323","560185",73.2,3,2011-07-15,14676
"8324","560186",113.06,17,2011-07-15,17266
"8325","560188",110.2,6,2011-07-15,18229
"8326","560190",132.8,9,2011-07-15,15737
"8327","560191",60,4,2011-07-15,16203
"8328","560200",30,1,2011-07-15,13184
"8329","560201",30,2,2011-07-15,17061
"8330","560202",53.05,4,2011-07-15,12712
"8331","560203",43.19,21,2011-07-15,15311
"8332","560205",16.5,1,2011-07-15,17068
"8333","560207",269.05,16,2011-07-15,15301
"8334","560209",1062.32,155,2011-07-15,15004
"8335","560210",107.4,8,2011-07-15,14958
"8336","560211",410.76,25,2011-07-15,12621
"8337","560212",187.92,29,2011-07-15,14722
"8338","560222",231.39,18,2011-07-15,14293
"8339","560223",187.39,33,2011-07-15,16904
"8340","560224",370.52,44,2011-07-15,14572
"8341","560228",277.17,32,2011-07-15,17750
"8342","560229",155.3,11,2011-07-17,14013
"8343","560230",77.18,5,2011-07-17,12600
"8344","560231",73.95,4,2011-07-17,13305
"8345","560232",203,21,2011-07-17,14810
"8346","560233",186.96,48,2011-07-17,16813
"8347","560234",107.7,9,2011-07-17,16180
"8348","560235",131.08,8,2011-07-17,14060
"8349","560236",35.4,2,2011-07-17,15206
"8350","560237",49.55,3,2011-07-17,15281
"8351","560238",307.5,18,2011-07-17,17725
"8352","560239",1211.78,81,2011-07-17,13507
"8353","560240",216.37,25,2011-07-17,15716
"8354","560244",268.76,56,2011-07-17,16931
"8355","560246",125.5,7,2011-07-17,14292
"8356","560247",111.9,5,2011-07-17,14292
"8357","560248",398.44,42,2011-07-17,16255
"8358","560249",201.25,30,2011-07-17,17571
"8359","560250",259.79,28,2011-07-17,14659
"8360","560251",394.88,60,2011-07-17,17774
"8361","560252",115.87,9,2011-07-17,13468
"8362","560253",325.29,17,2011-07-17,13993
"8363","560254",236.94,19,2011-07-17,16678
"8364","560255",752,69,2011-07-17,16054
"8365","560256",140.76,25,2011-07-17,14462
"8366","560257",134.8,7,2011-07-17,13340
"8367","560258",49.5,2,2011-07-17,13340
"8368","560259",541.43,41,2011-07-17,13654
"8369","560260",171.44,58,2011-07-17,14044
"8370","560261",207.16,21,2011-07-17,12841
"8371","560262",198.83,13,2011-07-17,14224
"8372","560263",48.46,3,2011-07-17,16342
"8373","560264",417.38,24,2011-07-17,12833
"8374","560265",314.38,20,2011-07-17,17863
"8375","560266",18.6,2,2011-07-17,17389
"8376","560267",89.9,5,2011-07-17,13880
"8377","560268",127.34,8,2011-07-17,13880
"8378","560269",59.36,3,2011-07-17,16168
"8379","560270",131.73,28,2011-07-17,16744
"8380","560271",355.57,105,2011-07-17,16474
"8381","560272",53.1,3,2011-07-17,12691
"8382","560273",237.15,19,2011-07-17,14895
"8383","560274",91.73,7,2011-07-17,14895
"8384","560275",15,1,2011-07-17,14895
"8385","560276",108.44,27,2011-07-17,14606
"8386","560277",114.14,9,2011-07-17,15467
"8387","560278",173.39,42,2011-07-17,13610
"8388","560279",173.65,9,2011-07-17,14198
"8389","560281",152.68,48,2011-07-17,17984
"8390","560282",245.52,13,2011-07-18,14758
"8391","560284",145.14,10,2011-07-18,13705
"8392","560285",472.9,26,2011-07-18,14944
"8393","560287",115.49,17,2011-07-18,13821
"8394","560288",351.1,17,2011-07-18,15845
"8395","560295",77.64,3,2011-07-18,16681
"8396","560299",431.38,26,2011-07-18,17593
"8397","560300",800.46,67,2011-07-18,14911
"8398","560305",195.15,40,2011-07-18,16511
"8399","560355",114.55,6,2011-07-18,15906
"8400","560356",97.11,6,2011-07-18,16875
"8401","560357",183.5,11,2011-07-18,15527
"8402","560359",337.43,92,2011-07-18,14159
"8403","560360",365.06,22,2011-07-18,12744
"8404","560361",272.81,19,2011-07-18,13488
"8405","560362",150.78,10,2011-07-18,13488
"8406","560363",131.5,10,2011-07-18,12589
"8407","560364",203.1,11,2011-07-18,16705
"8408","560366",438.02,33,2011-07-18,16859
"8409","560368",695.56,116,2011-07-18,17841
"8410","560381",134.35,8,2011-07-18,14733
"8411","560383",198.95,10,2011-07-18,16762
"8412","560385",310.49,63,2011-07-18,14583
"8413","560387",179.41,18,2011-07-18,14667
"8414","560392",98.08,7,2011-07-18,13911
